siteid,sitename,LandUnitDetail,latitudedd,longitudedd,ElevationMeters,PrimaryType,SecondaryType,surveyid,surveydate,surveyors,surveyprotocol,ExtentOfData,seapscore_id,AQ_dewatered,AQ_function,AQ_functionRisk,AQ_discharge,AQ_dischargeRisk,AQ_naturalness,AQ_naturalnessRisk,AQ_persistence,AQ_persistenceRisk,AQ_waterQuality,AQ_waterQualityRisk,AQ_algalPeriphyton,AQ_algalPeriphytonRisk,AQ_aquiferScore,AQ_aquiferRiskScore,GEO_obliterated,GEO_geomorphicFunction,GEO_geomorphicFunctionRisk,GEO_runoutChannel,GEO_runoutChannelRisk,GEO_soilIntegrity,GEO_soilIntegrityRisk,GEO_geomorphicDiversity,GEO_geomorphicDiversityRisk,GEO_naturalDisturbance,GEO_naturalDisturbanceRisk,GEO_geomorphicScore,GEO_geomorphicRiskScore,HAB_isolation,HAB_isolationRisk,HAB_size,HAB_sizeRisk,HAB_quality,HAB_qualityRisk,HAB_nativePlantRole,HAB_nativePlantRoleRisk,HAB_trophicDynamics,HAB_trophicDynamicsRisk,HAB_habitatScore,HAB_habitatRiskScore,BIO_nativePlantRichness,BIO_nativePlantRichnessRisk,BIO_nativeFaunaDiversity,BIO_nativeFaunaDiversityRisk,BIO_sensitivePlantRichness,BIO_sensitivePlantRichnessRisk,BIO_sensitiveFaunaRichness,BIO_sensitiveFaunaRichnessRisk,BIO_nonnativePlantRarity,BIO_nonnativePlantRarityRisk,BIO_nonnativeFaunaRarity,BIO_nonnativeFaunaRarityRisk,BIO_nativePlantDemography,BIO_nativePlantDemographyRisk,BIO_nativeFaunaDemography,BIO_nativeFaunaDemographyRisk,BIO_biotaScore,BIO_biotaRiskScore,FHI_surfaceWQ,FHI_surfaceWQrisk,FHI_flowRegulation,FHI_flowRegulationRisk,FHI_roadTrailRail,FHI_roadTrailRailRisk,FHI_fencing,FHI_fencingRisk,FHI_construction,FHI_constructionRisk,FHI_herbivory,FHI_herbivoryRisk,FHI_recreation,FHI_recreationRisk,FHI_adjacentLand,FHI_adjacentLandRisk,FHI_fireInfluence,FHI_fireInfluenceRisk,FHI_humanImpactScore,FHI_humanImpactRiskScore,AC_informationQuality,AC_informationQualityRisk,AC_culturalSignificance,AC_culturalSignificanceRisk,AC_historicalSignificance,AC_historicalSignificanceRisk,AC_recreationSignificance,AC_recreationSignificanceRisk,AC_economicValue,AC_economicValueRisk,AC_mgmtPlan,AC_mgmtPlanRisk,AC_sciEducValue,AC_sciEducValueRisk,AC_envirCompliance,AC_envirComplianceRisk,AC_legalStatus,AC_legalStatusRisk,AC_adminContextScore,AC_adminContextRiskScore,meanConditionScore,meanConditionRiskScore,nullConditionScores,nullRiskScores,managementRecommendations
1048,Mushroom Spring,"Coconino NF, Mogollon Rim RD",34.45368,-111.15523,2253,hillslope,anthropogenic,2146245779,7/20/2017,"Glenn Rink, Bernie Marrieta, Jeri Ledbetter, and Melissa Yin",Stevens et al. Level 2,10,1760,0,4,2,1,2,5,2,3,3,5,2,5,2,3.8,2.2,0,3,3,3,3,5,2,2,2,5,2,3.6,2.4,3,2,2,2,4,3,5,2,5,2,3.8,2.2,4,2,4,2,4,2,4,2,4,2,5,2,4,2,5,2,4.3,2,4,2,4,2,3,3,5,1,6,1,5,2,5,2,5,2,5,2,4.7,1.9,,,,,,,,,,,,,,,,,,,0,0,4.1,2.1,9,9,"Other than occasional monitoring, no management action is indicated at this time since there is so little flow."
1071,Retired Spring,"Coconino NF, Mogollon Rim RD",34.46303,-111.18951,2336,hillslope,anthropogenic,2146245781,7/18/2017,"Larry Stevens, Gloria Hardwick, Melissa Carrillo-Galaviz, Luis Grijalvo, and Valeria Canedo",Stevens et al. Level 2,8,1761,0,6,1,0,1,6,1,1,1,9,9,9,9,3.3,1,0,5,1,6,1,4,2,1,1,5,1,4.2,1.2,3,1,2,1,5,1,5,1,5,2,5,1.2,5,1,4,2,5,1,4,2,6,1,4,2,6,1,4,2,4.8,1.5,9,9,6,0,6,0,6,0,6,0,4,2,6,0,5,2,5,2,5.5,0.8,,,,,,,,,,,,,,,,,,,0,0,4.5,1.1,9,9,"No management action is recommended, except for occasional monitoring."
1062,PoleyQuiva Spring,"Coconino NF, Mogollon Rim RD",34.46855,-111.1826,2303,hillslope,,2146245780,7/20/2017,"Jeri Ledbetter, Glenn Rink, and Mellisa Yin",Stevens et al. Level 2,10,1763,0,5,2,1,2,5,2,5,2,5,2,4,3,4.2,2.2,0,4,3,4,3,4,2,2,2,5,2,4,2.4,3,2,2,2,4,3,5,2,5,2,3.8,2.2,5,2,5,2,5,2,5,2,4,2,4,3,5,2,5,2,4.8,2.1,4,3,5,2,5,2,5,2,6,1,4,3,5,2,5,2,5,2,4.9,2.1,,,,,,,,,,,,,,,,,,,0,0,4.4,2.2,9,9,This site could benefit from filling in the incised channels and stabilization. It should be monitored occasionally
226463,Oxidado Tank,"Coconino NF, Mogollon Rim RD",34.42284,-111.20107,2286,anthropogenic,helocrene,2146245784,7/21/2017,"Larry Stevens, Glen Rink, Melissa Carrillo-Galaviz, and Bernardo Murrieta",Stevens et al. Level 2,10,1765,0,5,3,2,2,3,3,3,2,4,2,4,3,3.5,2.5,0,2,3,2,3,2,3,2,3,3,3,2,3,4,2,3,2,3,3,5,2,4,3,4,2.4,5,2,4,3,4,3,4,3,4,2,4,3,5,2,4,3,4.3,2.6,3,3,1,4,6,0,6,0,6,0,4,3,5,1,5,2,5,2,4.6,1.7,,,,,,,,,,,,,,,,,,,0,0,3.8,2.4,9,9,"Field water quality data suggest that most of the flow at this site is derived from precipitation. The extent of groundwater influence on this site should be quantified prior to considering site rehabilitation. We did not detect road access to this site, which would be required to remove this enormous berm, the 1 meter - diameter culvert and re contour the stream and spring channel. Monitoring Elk management, and forest health maintenance are warranted."
1034,Megan Spring,"Coconino NF, Mogollon Rim RD",34.46157,-111.19167,2336,hillslope,,2146245788,7/17/2017,"Larry Stevens. Gloria Hardwick, Melissa Carrillo Galaviz, Luis Grijalva, and Valeria Ca�edo",Stevens et al. Level 2,10,1767,0,5,1,1,1,5,1,3,1,5,1,5,1,4,1,0,4,1,5,1,5,1,2,1,4,2,4,1.2,3,1,3,1,5,1,4,2,5,2,4,1.4,5,1,4,2,5,1,4,2,4,2,4,2,4,1,4,2,4.3,1.6,4,2,6,0,6,0,6,0,6,0,4,3,6,0,5,2,5,2,5.3,1,,,,,,,,,,,,,,,,,,,0,0,4.4,1.2,9,9,No management actions are recommended for this site except occasional monitoring.
1076,Rocky Spring,"Coconino NF, Mogollon Rim RD",34.40636,-111.1524,2347,rheocrene,,2146245789,7/18/2017,"Larry Stevens, Abe Springer, A. Wood and V. Canedo",Stevens et al. Level 2,10,1768,0,5,2,1,2,4,2,4,2,4,2,5,1,3.8,1.8,0,4,3,4,3,4,3,2,3,4,3,3.6,3,4,2,2,3,4,3,4,3,5,2,3.8,2.6,4,3,5,3,4,3,4,3,4,3,5,2,4,3,5,2,4.4,2.8,4,3,6,0,5,1,6,0,6,0,4,3,5,2,5,3,5,3,5.1,1.7,,,,,,,,,,,,,,,,,,,0,0,4.3,2.3,9,9,"Thinning of the surrounding forest would benefit this site. Installing gabions could stabilize the channel. Elk fencing could also be useful if there exists some reason to manage this site, as there is much elk impact here. However, there does not appear to be sufficient need for more than occasional monitoring."
1145,Maple Spring,"Coconino NF, Mogollon Rim RD",34.43988,-111.1723,2334,hillslope,,2146245791,7/21/2017,"Jeri Ledbetter, Gloria Hardwick, Mellisa Yin, and Joseph Holway",Stevens et al. Level 2,10,1770,0,5,2,1,2,5,2,5,2,5,2,5,2,4.3,2,0,4,3,4,3,5,2,3,2,5,2,4,2.4,3,2,3,2,5,2,5,2,5,2,4.2,2,5,2,4,2,4,2,4,2,5,2,4,2,5,2,4,2,4.4,2,4,2,4,3,3,3,4,2,6,1,5,2,5,2,4,3,4,3,4.3,2.3,,,,,,,,,,,,,,,,,,,0,0,4.3,2.2,9,9,"This site would benefit from thinning of the surrounding forest. Due to its relatively high flow volume, good condition, and closure of the road, this spring would be a high priority for management attention. Consider returning the site to a more natural condition�spreading out the flow, filling and stabilizing the incised channels, removing the berms, and allowing the outflow to cross the road more naturally. Volunteers could rehabilitate the site with hand tools. Monitor regularly."
1105,Taylor Spring,"Coconino NF, Mogollon Rim RD",34.4635,-111.17946,2270,hillslope,rheocrene,2146245792,7/19/2017,"Larry Stevens, Melissa Carrillo-Galaviz, David Sinclair",Stevens et al. Level 2,10,1771,0,6,1,2,1,5,1,3,1,6,1,6,1,4.7,1,0,4,2,4,3,4,2,3,2,4,2,3.8,2.2,4,2,2,2,4,2,5,2,4,2,3.6,2,5,1,4,2,4,2,4,2,5,1,4,2,5,1,4,2,4.4,1.6,5,1,6,2,4,3,6,0,6,0,4,2,5,1,4,3,5,2,5,1.6,,,,,,,,,,,,,,,,,,,0,0,4.4,1.6,9,9,"The run-out channel could be extended by removing the culvert, and opening a channel through the abandoned road. Occasional monitoring is recommended."
1024,Kaibab Ledge Spring,"Coconino NF, Mogollon Rim RD",34.56861,-111.30184,2088,limnocrene,anthropogenic,2146245797,6/25/2017,"Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz",Stevens et al. Level 2,10,1772,0,4,2,1,2,4,3,3,3,4,2,4,2,3.3,2.3,0,3,3,2,4,2,4,2,3,4,3,2.4,3.4,5,2,2,2,3,3,3,3,4,2,3.4,2.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,6,1,3,3,3,3,4,2,4,2,3.8,2.4,,,,,,,,,,,,,,,,,,,0,0,3.2,2.7,9,9,The berm could be removed to return the site to its natural condition. The old fencing was down and ineffective at the time of this survey. It could be repaired or removed.
1124,Wee Stead Seep,"Coconino NF, Mogollon Rim RD",34.41907,-111.18309,2350,rheocrene,anthropogenic,2146245798,7/18/2017,"Jeri Ledbetter, Glenn Rink, Melissa Yin, Bernie Murrieta, and Leah Ibarra",Stevens et al. Level 2,10,1773,0,4,2,1,2,4,2,4,2,5,2,4,2,3.7,2,0,2,2,4,2,4,2,2,2,5,2,3.4,2,4,2,2,2,4,2,4,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,5,2,5,2,5,2,6,1,4,2,5,2,5,2,5,2,4.9,2,,,,,,,,,,,,,,,,,,,0,0,4.1,2,9,9,This is a relatively small spring with little ecological value. It is in poor condition but provides some water for wildlife. No management action other than occasional monitoring is indicated at this time.
226652,Spikerush Spring,"Coconino NF, Mogollon Rim RD",34.4236,-111.19143,2321,hillslope,,2146245800,7/8/2017,"Jeri Ledbetter, Larry Stevens, Glenn Rink, and Mellisa Yin",Stevens et al. Level 2,10,1774,0,6,1,2,1,4,3,4,1,5,1,3,3,4,1.7,0,4,3,4,3,4,3,3,2,3,4,3.6,3,4,3,3,2,4,3,4,3,4,3,4,2.8,4,3,4,3,4,2,4,3,4,3,4,4,5,3,4,3,4.1,3,3,4,4,3,4,2,3,4,6,0,3,4,5,2,4,3,4,3,4,2.8,,,,,,,,,,,,,,,,,,,0,0,3.9,2.7,9,9,"This site is a good candidate for management action, with a relatively good ecological condition but high risk from human impacts. First, conduct a land survey to develop an on-site map for planning and monitoring purposes. Then, remove (and replace if needed) flow diversion piping and berming. Then, re-contour the lower channel to expand the helocrene, fence the site, and make sure to guarantee access to water for wildlife. Monitoring and protecting the flow and habitat areas are vital. Additionally, monitoring and protecting Eleocharis, stonefly, and caddisfly populations are important."
1119,Unreliable Spring,"Coconino NF, Mogollon Rim RD",34.49482,-111.17095,2182,hillslope,rheocrene,2146245801,7/21/2017,"Larry Stevens, Glenn Rink, Melissa Carillo-Galaviz, and Bernardo Murrieta",Stevens et al. Level 2,10,1775,0,6,1,1,1,6,1,1,1,6,1,6,1,4.3,1,0,5,2,5,2,4,2,1,2,4,2,3.8,2,3,2,2,1,4,2,4,2,4,3,3.4,2,5,1,4,3,5,1,4,2,4,2,4,3,5,1,4,2,4.4,1.9,4,1,6,0,5,1,6,0,6,0,4,2,5,1,5,2,5,2,5.1,1,,,,,,,,,,,,,,,,,,,0,0,4.3,1.5,9,9,"This site is a lower priority for management action, although removing the few bull thistle may prevent future population expansion. Monitor occasionally."
982,Goshawk Spring,"Coconino NF, Mogollon Rim RD",34.43227,-111.18868,2302,hillslope,,2146245799,7/8/2017,"Jeri Ledbetter, Glenn Rink, and Mellisa Yin",Stevens et al. Level 2,10,1776,0,5,1,1,1,5,1,5,1,6,1,5,1,4.5,1,0,5,1,5,1,5,2,2,1,4,2,4.2,1.4,3,1,3,1,5,1,5,1,5,1,4.2,1,5,1,5,1,5,1,5,1,5,1,4,2,5,1,4,2,4.8,1.3,5,1,6,1,5,1,5,1,6,1,5,1,5,2,4,2,4,2,5,1.3,,,,,,,,,,,,,,,,,,,0,0,4.6,1.2,9,9,"The site would benefit from thinning of the surrounding forest. No other management action is indicated at this time, other than occasional monitoring."
1116,Twin Tanks,"Coconino NF, Mogollon Rim RD",34.43588,-111.17643,2347,hillslope,,2146245802,7/21/2017,"Jeri Ledbetter, Gloria Hardwick, Mellisa Yin, and Joseph Holway",Stevens et al. Level 2,10,1777,0,5,2,2,2,5,2,5,2,5,2,4,3,4.3,2.2,0,4,3,4,3,5,2,3,2,5,2,4.2,2.4,3,2,3,2,5,2,5,2,5,2,4.2,2,4,2,5,2,4,2,5,2,4,2,5,2,5,2,5,2,4.6,2,5,2,3,3,4,2,5,2,6,1,4,3,5,2,5,2,5,2,4.7,2.1,,,,,,,,,,,,,,,,,,,0,0,4.5,2.1,9,9,"The site would benefit from thinning of the surrounding forest. Also, removing the berms and filling in the excavated tanks would allow the spring to return to something resembling its natural geomorphic functionality. Monitor regularly."
226839,Unreliable Lower Seeps,"Coconino NF, Mogollon Rim RD",34.49371,-111.17034,2157,hanging garden,,2146245803,7/20/2017,"Larry Stevens, Gloria Hardwick. Joseph Holway, and Melissa Carrillo-Galaviz",Stevens et al. Level 2,9,1778,0,6,1,1,1,6,1,3,1,3,1,6,1,4.2,1,0,6,1,6,0,6,0,2,0,6,1,5.2,0.4,3,0,3,0,6,0,6,0,6,0,5.3,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,6,0,6,0,6,0,6,0,6,0,6,0,5,1,5,1,5.8,0.3,,,,,,,,,,,,,,,,,,,0,0,5.3,0.3,9,9,"No management is needed as this is a tiny seep, with little ecological or economic significance."
392,Dane Spring,"Coconino NF, Mogollon Rim RD",34.4671,-111.14948,2178,hillslope,anthropogenic,2146245944,8/7/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,10,1781,0,5,2,2,2,5,2,6,2,5,2,5,2,4.7,2,0,4,2,4,2,4,2,3,2,3,2,3.6,2,5,2,3,2,4,3,5,2,5,2,4.4,2.2,4,2,5,2,4,3,5,2,5,2,5,2,3,3,5,2,4.5,2.3,5,3,3,3,4,2,5,2,5,2,4,2,4,2,4,2,5,2,4.3,2.2,,,,,,,,,,,,,,,,,,,0,0,4.3,2.2,9,9,"The trail has been well established to direct visitors to the spring, and multiple trails have been blocked off. However, once visitors reach the site the established trail fades out, and it is unclear where it is best to cross the creek. Continue the trail to a more stable area that will result in less trampling. Remove nonfunctional (or all) piping, metal, and trash, and consider replacing the springbox door. Monitor occasionally."
18823,A-13-11 18C CB,"Coconino NF, Mogollon Rim RD",34.50947,-111.23044,2186,limnocrene,anthropogenic,2146245946,8/6/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,9,1782,0,5,2,1,2,3,3,4,2,5,2,3,3,3.5,2.3,0,3,3,1,5,5,2,1,2,5,2,3,2.8,5,2,3,2,4,2,4,2,4,2,4,2,4,2,5,2,4,2,5,2,4,2,5,2,4,2,5,2,4.5,2,4,2,4,2,3,3,5,2,6,1,5,2,5,2,5,2,5,2,4.7,2,,,,,,,,,,,,,,,,,,,0,0,4.1,2.2,9,9,"As this is a well-established, small tank, no management action is indicated at this time, other than occasional monitoring."
1011,Lauren Spring,"Coconino NF, Mogollon Rim RD",34.49158,-111.27069,2112,hillslope,,2146245951,8/5/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,10,1783,0,5,2,1,2,6,2,6,2,5,2,5,2,4.7,2,0,4,3,4,3,4,3,3,2,5,2,4,2.6,3,2,2,2,4,2,5,2,5,2,4.7,2,5,2,5,2,5,2,5,2,4,2,5,2,5,2,5,2,4.9,2,4,2,5,2,4,3,4,3,6,1,5,2,4,3,5,2,5,2,4.7,2.2,,,,,,,,,,,,,,,,,,,0,0,4.5,2.2,9,9,Surveyors recommend an increased effort to close the road and keep vehicles off of the runout channel. Monitor regularly and check for bull thistle.
1033,Meadow Spring,"Coconino NF, Mogollon Rim RD",34.42899,-111.15686,2247,helocrene,hillslope,2146245945,8/7/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,10,1784,0,5,2,1,2,5,2,4,2,5,2,4,2,4,2,0,4,2,4,2,5,2,2,2,5,2,4,2,3,2,3,2,4,2,5,2,5,2,4,2,4,2,4,2,4,2,4,2,3,3,5,2,5,2,4,2,4.1,2.1,4,3,6,2,4,2,5,2,6,1,4,2,5,2,5,2,5,2,4.9,2,,,,,,,,,,,,,,,,,,,0,0,4.3,2,9,9,The road closure and subsequent reduction of vehicles and recreational use has undoubtedly resulted in significant improvement in the condition of the site and lessened the risk to the site. The botanist reported what is likely bull thistle. Surveyors recommend removal of bull thistle and follow-up monitoring and control. The site would benefit from thinning of the surrounding forest.
18914,Potamogeton Tank,"Coconino NF, Mogollon Rim RD",34.48878,-111.24472,2223,limnocrene,anthropogenic,2146245943,8/6/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,9,1785,0,5,2,1,2,4,3,5,2,5,2,4,3,4,2.3,0,4,3,3,3,4,3,2,3,5,2,3.6,2.8,3,2,3,2,4,2,5,2,5,2,4,2,4,2,5,2,4,2,5,2,4,3,4,3,5,2,5,2,4.5,2.3,4,3,4,3,4,3,5,2,6,1,5,2,5,2,5,2,4,3,4.7,2.3,,,,,,,,,,,,,,,,,,,0,0,4.2,2.3,9,9,"Thinning of the surrounding area would benefit this site. Manage cockleburs if possible, and monitor occasionally."
942,Crackerbox Spring,"Coconino NF, Mogollon Rim RD",34.4996,-111.24458,2176,hillslope,hanging garden,2146245948,8/6/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,9,1786,0,5,2,1,2,6,2,5,2,6,2,5,2,4.7,2,0,5,2,5,2,6,2,4,2,5,2,5,2,5,2,3,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,6,1,5,2,4,2,4,2,4.4,1.9,5,2,4,3,5,2,5,2,6,1,5,2,5,2,5,2,5,2,5,2,,,,,,,,,,,,,,,,,,,0,0,4.6,2,9,9,"Thinning of the surrounding area would benefit the site. Additionally the spring box, piping, and metal at this site could be removed as they are all no longer functional. This site rehabilitation could be accomplished by volunteers with hand tools. Monitor occasionally."
575,Roaring Spring,"Coconino NF, Mogollon Rim RD",34.48504,-111.27915,2173,hillslope,,2146246045,8/5/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,8,1787,0,4,2,1,2,4,2,4,2,5,1,5,2,3.8,1.8,0,6,1,6,1,6,1,4,1,5,2,5.4,1.2,3,2,3,2,5,2,5,2,5,2,4.2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,6,1,4,3,3,3,5,2,6,1,3,3,5,2,5,2,4,3,4.6,2.2,,,,,,,,,,,,,,,,,,,0,0,4.6,1.9,9,9,"This spring is in relatively good condition, yet has very low flow. The area would benefit from forest thinning. A return visit may be of value in the spring to identify the willow species. No other management action is indicated at this time, other than occasional monitoring."
547,Dry Spring,"Coconino NF, Mogollon Rim RD",34.48697,-111.27265,2126,hillslope,,2146246048,8/5/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,4,1788,0,3,3,0,3,2,4,0,4,0,4,0,3,0.8,3.5,0,1,3,3,3,3,3,1,5,4,3,2.4,3.4,3,4,1,4,2,5,3,3,5,2,2.2,3.6,3,3,3,3,2,4,2,4,4,2,4,2,2,4,3,3,2.9,3.1,0,5,6,0,5,2,5,2,6,1,4,2,5,1,5,1,4,2,4.4,1.8,,,,,,,,,,,,,,,,,,,0,0,2.8,2.9,9,9,"No management action is indicated, other than occasional monitoring."
922,Cassie Spring,"Coconino NF, Mogollon Rim RD",34.48296,-111.2891,2121,,,2146246059,8/5/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,2,1789,0,2,4,0,5,0,5,0,5,0,5,0,5,0.3,4.8,0,1,4,4,3,2,4,1,3,2,4,2,3.6,4,4,1,4,2,4,2,4,3,4,2.2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,5,5,0,5,1,5,1,6,1,5,2,5,2,4,3,4,2,4.3,1.9,,,,,,,,,,,,,,,,,,,0,0,2.4,3.5,9,9,"This site and the surrounding area would benefit from forest thinning. However, as there is no evidence of flow, no other management action is indicated, other than occasional monitoring."
980,Gooseberry Springs,"Coconino NF, Mogollon Rim RD",34.815,-111.40207,2399,helocrene,,2146246241,8/17/2017,Larry Stevens and R. Driscoll,Stevens et al. Level 2,9,1796,0,4,2,1,2,0,5,0,5,4,1,2,3,1.8,3,0,1,5,1,5,1,5,1,5,1,5,1,5,5,3,3,5,1,5,4,2,1,5,2,4,2,2,3,4,1,5,2,4,4,2,4,3,3,3,3,4,2.8,3.4,1,5,1,5,4,3,3,3,6,1,3,4,5,3,4,4,4,4,3.4,3.6,,,,,,,,,,,,,,,,,,,0,0,2.4,3.7,9,9,"As an experiment (and if the USFS has water rights and no need for the springs box, piping, or tank), a series of piezometers will indicate whether sufficient groundwater exists to rewet the downslope area of the springs. If so, perforating the downslope wall of the springs box, and selectively replanting the downslope landscape with wetland species, as well as removal of invading ponderosa pine, may be warranted. Follow-up monitoring also is warranted, particularly if restoration actions are undertaken."
226841,Lydia Tank,"Coconino NF, Mogollon Rim RD",34.48398,-111.27022,2156,limnocrene,anthropogenic,2146245949,8/5/2017,"Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard",Stevens et al. Level 2,9,1797,0,1,2,1,2,3,3,4,2,5,2,3,3,2.8,2.3,0,2,3,1,4,3,3,2,3,4,3,2.2,3.2,3,2,3,2,4,2,3,3,5,2,3.6,2.2,4,2,5,2,4,2,5,2,4,2,5,2,4,2,5,2,4.5,2,3,3,3,3,3,2,4,2,6,1,4,2,5,2,5,2,5,2,4.2,2.1,,,,,,,,,,,,,,,,,,,0,0,3.6,2.3,9,9,"Closure of the road has no doubt benefited the site, although there is much evidence of recent use by motor vehicles. Removing the berm and restoring the natural geomorphology of the site could be considered. However, it should likely be a relatively low priority. Thinning of the surrounding forest would also benefit this site. Monitor occasionally."
373,Castle Spring,"Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,hillslope,hanging garden,2146246243,8/28/2017,Joseph Holway and Gloria Hardwick,Stevens et al. Level 2,8,1798,0,5,2,2,2,4,4,4,2,5,2,5,2,4.2,2.3,0,4,2,3,3,4,2,4,2,4,2,3.8,2.2,5,2,4,2,3,3,3,4,4,3,3.8,2.8,3,3,4,3,4,2,4,2,3,4,4,2,4,2,4,2,3.8,2.5,4,2,3,4,4,3,5,2,5,2,5,2,4,4,3,3,4,2,4.1,2.7,,,,,,,,,,,,,,,,,,,0,0,3.9,2.5,9,9,"Invasive plants, especially burdock, should be removed on an annual basis.  The fence to the northwest could be improved; cattle are still using area immediately beyond the fence for shade.  Climbers installing routes should be made aware that the area an archaeological site and is not open to climbing development."
227013,Fracas Lake,"Kaibab NF, North Kaibab RD",36.63065,-112.23859,2468,limnocrene,helocrene,2146246244,8/28/2017,Gloria Hardwick and Joseph Holway,Stevens et al. Level 2,9,1799,0,4,2,1,2,5,2,4,2,4,2,4,2,3.7,2,0,4,2,9,9,3,3,2,2,4,2,3.3,2.3,5,1,4,2,3,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,5,1,4,1,4.1,1.8,2,4,5,1,4,2,3,4,6,0,2,4,5,2,4,2,4,3,3.9,2.4,,,,,,,,,,,,,,,,,,,0,0,3.8,2.1,9,9,"The fence needs repair which is planned to be completed in the end of August 2017.  Once the fence is repaired, occasional monitoring is warranted in order to ensure the fence remains in functioning condition.  Consider investigating the water source and the extent to which this is perennial and groundwater-dependent."
226448,East Clear Creek Headwaters Spring,"Coconino NF, Mogollon Rim RD",34.46698,-111.33751,2173,rheocrene,,2146245694,6/25/2017,"Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz",Stevens et al. Level 2,10,1800,0,5,1,1,2,5,2,5,2,4,3,4,2,4,2,0,5,1,5,1,4,2,2,2,4,2,4,1.6,3,2,3,2,5,2,5,2,5,2,4.4,2,5,2,5,2,4,2,5,2,5,2,4,2,5,2,5,2,4.8,2,4,2,6,1,4,3,4,2,6,1,4,2,5,2,4,3,4,3,4.6,2.1,,,,,,,,,,,,,,,,,,,0,0,4.4,2,9,9,"This site would benefit from thinning of the surrounding forest. It is in relatively good ecological condition. As it is a rheocrene that is heavily influenced by surface runoff and by elk trampling, some stabilization may be warranted. Monitor regularly."
226651,Yanthro Spring,"Coconino NF, Mogollon Rim RD",34.43338,-111.14775,2300,hillslope,anthropogenic,2146245796,7/18/2017,"Gloria Hardwick, Melissa Carrillo-Galaviz, Luis Grijalva, Stasia Floley, and David Sinclair",Stevens et al. Level 2,10,1803,0,2,1,1,1,1,2,9,1,3,2,1,1,1.6,1.3,0,2,2,1,1,3,2,1,1,2,2,1.8,1.6,3,2,2,1,3,2,2,2,2,2,2.4,1.8,2,1,3,2,2,1,2,2,2,2,3,2,2,1,2,2,2.3,1.6,2,1,1,1,2,2,6,2,1,1,2,3,9,9,2,1,2,3,2.3,1.8,,,,,,,,,,,,,,,,,,,0,0,2.1,1.6,9,9,Monitor during drier time of year to clarify the possibility of surface flow.
351,Parissawampitts Spring,"Kaibab NF, North Kaibab RD",36.41313,-112.31666,2366,rheocrene,helocrene,2146246273,9/24/2017,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,1819,0,6,1,1,1,4,2,4,2,6,1,5,2,4.3,1.5,0,4,3,4,3,4,2,2,2,5,2,3.8,2.4,5,3,3,3,4,3,4,2,4,3,4,2.8,5,2,5,3,5,2,4,2,4,3,5,2,4,3,4,3,4.5,2.5,5,6,3,3,4,2,5,2,6,0,5,1,5,2,5,2,5,2,4.8,2.2,,,,,,,,,,,,,,,,,,,0,0,4.4,2.3,9,9,"The site is well maintained, and fencing is intact and effective. Consider removing the concrete tank, which is leaking and no longer used. Remove old fencing at the site, and barbed wire from the old fenceline that extends up the hill, across the road. Deliver water outside the fence for wildlife; this is an important site due to its isolation."
